day,site_id,sku_id,sku_name,abc_class,xyz_class,stock_level,on_order,demand,fulfilled,stockout,reorder_point,true_day,source_sheet
11,SITE_B,HSC-103,IV Drip,B,Y,,2146.5,163.04,0.0,True,375.84,10,ManualAdjustments.xlsx
11,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,181.44,0.0,True,277.2,10,Inventory_MasterB.xlsx
11,SITE_B,HSC-105,X-ray Machine,C,Y,473.3594734437843,0.0,150.51,150.51,False,385.2,10,Inventory_MasterB.xlsx
11,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,187.89,0.0,True,427.68,10,Inventory_MasterB.xlsx
11,SITE_B,HSC-107,Gloves,C,Y,1186.0,0.0,118.3,118.3,False,413.28,10,ManualAdjustments.xlsx
11,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,165.07,0.0,True,226.8,10,Inventory_MasterB.xlsx
11,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,273.65,0.0,True,421.2,10,WeeklyStockCount.xlsx
12,SITE_B,HSC-100,IV Drip,C,Y,829.0644666564143,0.0,53.33,53.33,False,244.8,11,WeeklyStockCount.xlsx
12,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,149.31,54.39,True,404.64,11,ManualAdjustments.xlsx
12,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,175.24,0.0,True,402.48,11,ManualAdjustments.xlsx
12,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,177.72,0.0,True,375.84,11,ManualAdjustments.xlsx
12,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,183.74,0.0,True,277.2,11,Inventory_MasterB.xlsx
12,SITE_B,HSC-105,X-ray Machine,C,Y,359.8661309904614,1425.6,113.49,113.49,False,385.2,11,ManualAdjustments.xlsx
12,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,165.06,0.0,True,427.68,11,ManualAdjustments.xlsx
12,SITE_B,HSC-107,Gloves,C,Y,824.7744374033713,0.0,96.68,96.68,False,413.28,11,WeeklyStockCount.xlsx
12,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,236.0,0.0,True,226.8,11,Inventory_MasterB.xlsx
12,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,228.94,0.0,True,421.2,11,Inventory_MasterA.xlsx
13,SITE_B,HSC-100,IV Drip,C,Y,755.1125775540113,0.0,73.95,73.95,False,244.8,12,Inventory_MasterB.xlsx
13,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,156.5,0.0,True,404.64,12,WeeklyStockCount.xlsx
13,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,191.81,0.0,True,402.48,12,Inventory_MasterA.xlsx
13,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,194.59,0.0,True,375.84,12,Inventory_MasterB.xlsx
13,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,243.83,0.0,True,277.2,12,Inventory_MasterA.xlsx
13,SITE_B,HSC-105,X-ray Machine,C,Y,274.9664204335356,1425.6,84.9,84.9,False,385.2,12,ManualAdjustments.xlsx
13,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,170.13,0.0,True,427.68,12,WeeklyStockCount.xlsx
13,SITE_B,HSC-107,Gloves,C,Y,726.3767063675091,0.0,98.4,98.4,False,413.28,12,Inventory_MasterA.xlsx
13,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,222.76,0.0,True,226.8,12,Inventory_MasterA.xlsx
13,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,221.14,0.0,True,421.2,12,Inventory_MasterB.xlsx
14,SITE_B,HSC-100,IV Drip,C,Y,649.8384270689786,0.0,105.27,105.27,False,244.8,13,ManualAdjustments.xlsx
14,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,204.33,0.0,True,404.64,13,Inventory_MasterA.xlsx
14,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,249.45,0.0,True,402.48,13,WeeklyStockCount.xlsx
14,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,286.13,0.0,True,375.84,13,Inventory_MasterB.xlsx
14,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,219.39,0.0,True,277.2,13,ManualAdjustments.xlsx
14,SITE_B,HSC-105,X-ray Machine,C,Y,101.68216482376775,1425.6,173.28,173.28,False,385.2,13,ManualAdjustments.xlsx
14,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,244.8,0.0,True,427.68,13,Inventory_MasterB.xlsx
14,SITE_B,HSC-107,Gloves,C,Y,633.6520451434594,0.0,92.72,92.72,False,413.28,13,WeeklyStockCount.xlsx
14,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,186.04,0.0,True,226.8,13,Inventory_MasterA.xlsx
14,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,277.03,0.0,True,421.2,13,ManualAdjustments.xlsx
15,SITE_B,HSC-100,IV Drip,C,Y,567.1233040236605,0.0,82.72,82.72,False,244.8,14,WeeklyStockCount.xlsx
15,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,184.06,0.0,True,404.64,14,Inventory_MasterB.xlsx
15,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,245.74,0.0,True,402.48,14,Inventory_MasterB.xlsx
15,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,200.55,0.0,True,375.84,14,ManualAdjustments.xlsx
15,SITE_B,HSC-104,IV Drip,B,Y,,0.0,147.72,147.72,False,277.2,14,Inventory_MasterA.xlsx
15,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,139.73,101.68,True,385.2,14,ManualAdjustments.xlsx
15,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,190.91,0.0,True,427.68,14,ManualAdjustments.xlsx
15,SITE_B,HSC-107,Gloves,C,Y,516.5790765731588,0.0,117.07,117.07,False,413.28,14,ManualAdjustments.xlsx
15,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,174.33,0.0,True,226.8,14,WeeklyStockCount.xlsx
15,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,195.7,0.0,True,421.2,14,WeeklyStockCount.xlsx
16,SITE_B,HSC-100,IV Drip,C,Y,453.3214180348717,0.0,113.8,113.8,False,244.8,15,Inventory_MasterB.xlsx
16,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,166.6,0.0,True,404.64,15,Inventory_MasterB.xlsx
16,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,253.73,0.0,True,402.48,15,Inventory_MasterA.xlsx
16,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,268.63,0.0,True,375.84,15,Inventory_MasterA.xlsx
16,SITE_B,HSC-104,IV Drip,B,Y,824.939835902388,0.0,267.18,267.18,False,277.2,15,WeeklyStockCount.xlsx
16,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,111.45,0.0,True,385.2,15,WeeklyStockCount.xlsx
16,SITE_B,HSC-106,Gloves,B,Y,1290.2273575823688,0.0,146.17,146.17,False,427.68,15,WeeklyStockCount.xlsx
16,SITE_B,HSC-107,Gloves,C,Y,369.07404715657293,1564.92,147.51,147.51,False,413.28,15,Inventory_MasterB.xlsx
16,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,158.09,0.0,True,226.8,15,ManualAdjustments.xlsx
16,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,255.46,0.0,True,421.2,15,Inventory_MasterA.xlsx
17,SITE_B,HSC-100,IV Drip,C,Y,366.0886291664141,0.0,87.23,87.23,False,244.8,16,Inventory_MasterB.xlsx
17,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,224.6,0.0,True,404.64,16,Inventory_MasterA.xlsx
17,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,128.26,0.0,True,402.48,16,Inventory_MasterA.xlsx
17,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,196.01,0.0,True,375.84,16,Inventory_MasterA.xlsx
17,SITE_B,HSC-104,IV Drip,B,Y,618.840713417354,0.0,206.1,206.1,False,277.2,16,Inventory_MasterB.xlsx
17,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,104.92,0.0,True,385.2,16,ManualAdjustments.xlsx
17,SITE_B,HSC-106,Gloves,B,Y,1037.9901102598458,0.0,252.24,252.24,False,427.68,16,Inventory_MasterB.xlsx
17,SITE_B,HSC-107,Gloves,C,Y,261.1874355459281,1564.92,107.89,107.89,False,413.28,16,Inventory_MasterA.xlsx
17,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,184.03,0.0,True,226.8,16,ManualAdjustments.xlsx
17,SITE_B,HSC-109,IV Drip,A,Y,,1799.82,250.11,0.0,True,421.2,16,WeeklyStockCount.xlsx
18,SITE_B,HSC-100,IV Drip,C,Y,252.00805189049632,0.0,114.08,114.08,False,244.8,17,ManualAdjustments.xlsx
18,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,129.13,0.0,True,404.64,17,ManualAdjustments.xlsx
18,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,272.23,0.0,True,402.48,17,Inventory_MasterA.xlsx
18,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,210.03,0.0,True,375.84,17,WeeklyStockCount.xlsx
18,SITE_B,HSC-104,IV Drip,B,Y,438.5691203414644,0.0,180.27,180.27,False,277.2,17,ManualAdjustments.xlsx
18,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,127.38,0.0,True,385.2,17,ManualAdjustments.xlsx
18,SITE_B,HSC-106,Gloves,B,Y,832.120764022013,0.0,205.87,205.87,False,427.68,17,ManualAdjustments.xlsx
18,SITE_B,HSC-107,Gloves,C,Y,153.83488595966702,1564.92,107.35,107.35,False,413.28,17,ManualAdjustments.xlsx
18,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,170.9,0.0,True,226.8,17,WeeklyStockCount.xlsx
18,SITE_B,HSC-109,IV Drip,A,Y,,1799.82,184.5,0.0,True,421.2,17,Inventory_MasterA.xlsx
19,SITE_B,HSC-100,IV Drip,C,Y,162.59737035785747,1183.68,89.41,89.41,False,244.8,18,WeeklyStockCount.xlsx
19,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,166.9,0.0,True,404.64,18,ManualAdjustments.xlsx
19,SITE_B,HSC-102,Ventilator,A,Y,,2485.44,262.95,0.0,True,402.48,18,Inventory_MasterB.xlsx
19,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,179.14,0.0,True,375.84,18,ManualAdjustments.xlsx
19,SITE_B,HSC-104,IV Drip,B,Y,218.8702351721272,1239.84,219.7,219.7,False,277.2,18,WeeklyStockCount.xlsx
19,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,120.52,0.0,True,385.2,18,WeeklyStockCount.xlsx
19,SITE_B,HSC-106,Gloves,B,Y,625.8833765981085,0.0,206.24,206.24,False,427.68,18,Inventory_MasterB.xlsx
19,SITE_B,HSC-107,Gloves,C,Y,4.0306936109598155,1564.92,149.8,149.8,False,413.28,18,ManualAdjustments.xlsx
19,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,267.04,0.0,True,226.8,18,Inventory_MasterA.xlsx
19,SITE_B,HSC-109,IV Drip,A,Y,1576.67958174447,0.0,223.14,223.14,False,421.2,18,Inventory_MasterA.xlsx
20,SITE_B,HSC-100,IV Drip,C,Y,101.25586838197137,1183.68,61.34,61.34,False,244.8,19,WeeklyStockCount.xlsx
20,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,158.45,0.0,True,404.64,19,WeeklyStockCount.xlsx
20,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,253.0,0.0,True,402.48,19,Inventory_MasterA.xlsx
20,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,212.08,0.0,True,375.84,19,Inventory_MasterB.xlsx
20,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,293.32,218.87,True,277.2,19,ManualAdjustments.xlsx
20,SITE_B,HSC-105,X-ray Machine,C,Y,,1425.6,150.21,0.0,True,385.2,19,WeeklyStockCount.xlsx
20,SITE_B,HSC-106,Gloves,B,Y,401.4331143140453,1436.4,224.45,224.45,False,427.68,19,Inventory_MasterA.xlsx
20,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,109.87,4.03,True,413.28,19,ManualAdjustments.xlsx
20,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,244.88,0.0,True,226.8,19,WeeklyStockCount.xlsx
20,SITE_B,HSC-109,IV Drip,A,Y,1336.9190565851725,0.0,239.76,239.76,False,421.2,19,Inventory_MasterA.xlsx
21,SITE_B,HSC-100,IV Drip,C,Y,13.294800943307905,1183.68,87.96,87.96,False,244.8,20,Inventory_MasterB.xlsx
21,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,140.68,0.0,True,404.64,20,Inventory_MasterB.xlsx
21,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,182.94,0.0,True,402.48,20,Inventory_MasterB.xlsx
21,SITE_B,HSC-103,IV Drip,B,Y,0.0,2146.5,225.55,0.0,True,375.84,20,ManualAdjustments.xlsx
21,SITE_B,HSC-104,IV Drip,B,Y,,1239.84,277.05,0.0,True,277.2,20,Inventory_MasterB.xlsx
21,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,146.48,0.0,True,385.2,20,Inventory_MasterA.xlsx
21,SITE_B,HSC-106,Gloves,B,Y,284.12528764248657,1436.4,117.31,117.31,False,427.68,20,WeeklyStockCount.xlsx
21,SITE_B,HSC-107,Gloves,C,Y,,1564.92,118.01,0.0,True,413.28,20,WeeklyStockCount.xlsx
21,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,151.05,0.0,True,226.8,20,Inventory_MasterA.xlsx
21,SITE_B,HSC-109,IV Drip,A,Y,1103.0354753451707,0.0,233.88,233.88,False,421.2,20,WeeklyStockCount.xlsx
22,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,108.16,13.29,True,244.8,21,WeeklyStockCount.xlsx
22,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,117.92,0.0,True,404.64,21,ManualAdjustments.xlsx
22,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,234.06,0.0,True,402.48,21,Inventory_MasterB.xlsx
22,SITE_B,HSC-103,IV Drip,B,Y,1912.3958630729485,0.0,234.1,234.1,False,375.84,21,WeeklyStockCount.xlsx
22,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,162.65,0.0,True,277.2,21,WeeklyStockCount.xlsx
22,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,149.24,0.0,True,385.2,21,ManualAdjustments.xlsx
22,SITE_B,HSC-106,Gloves,B,Y,132.27027738552385,1436.4,151.86,151.86,False,427.68,21,WeeklyStockCount.xlsx
22,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,136.18,0.0,True,413.28,21,Inventory_MasterB.xlsx
22,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,229.65,0.0,True,226.8,21,Inventory_MasterA.xlsx
22,SITE_B,HSC-109,IV Drip,A,Y,971.0764118958289,0.0,131.96,131.96,False,421.2,21,Inventory_MasterB.xlsx
23,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,104.66,0.0,True,244.8,22,ManualAdjustments.xlsx
23,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,222.28,0.0,True,404.64,22,Inventory_MasterA.xlsx
23,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,256.13,0.0,True,402.48,22,Inventory_MasterA.xlsx
23,SITE_B,HSC-103,IV Drip,B,Y,1731.1879984993013,0.0,181.21,181.21,False,375.84,22,ManualAdjustments.xlsx
23,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,249.77,0.0,True,277.2,22,Inventory_MasterA.xlsx
23,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,106.28,0.0,True,385.2,22,Inventory_MasterB.xlsx
23,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,152.46,132.27,True,427.68,22,Inventory_MasterA.xlsx
23,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,95.11,0.0,True,413.28,22,WeeklyStockCount.xlsx
23,SITE_B,HSC-108,Ventilator,A,Y,,2535.84,173.27,0.0,True,226.8,22,Inventory_MasterB.xlsx
23,SITE_B,HSC-109,IV Drip,A,Y,679.1910348757424,0.0,291.89,291.89,False,421.2,22,Inventory_MasterB.xlsx
24,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,108.41,0.0,True,244.8,23,Inventory_MasterA.xlsx
24,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,188.94,0.0,True,404.64,23,WeeklyStockCount.xlsx
24,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,221.86,0.0,True,402.48,23,WeeklyStockCount.xlsx
24,SITE_B,HSC-103,IV Drip,B,Y,1500.529422178706,0.0,230.66,230.66,False,375.84,23,Inventory_MasterA.xlsx
24,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,202.52,0.0,True,277.2,23,Inventory_MasterA.xlsx
24,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,154.65,0.0,True,385.2,23,Inventory_MasterA.xlsx
24,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,173.5,0.0,True,427.68,23,ManualAdjustments.xlsx
24,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,133.6,0.0,True,413.28,23,WeeklyStockCount.xlsx
24,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,201.07,0.0,True,226.8,23,Inventory_MasterB.xlsx
24,SITE_B,HSC-109,IV Drip,A,Y,,0.0,185.77,185.77,False,421.2,23,Inventory_MasterA.xlsx
25,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,95.41,0.0,True,244.8,24,Inventory_MasterB.xlsx
25,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,229.34,0.0,True,404.64,24,WeeklyStockCount.xlsx
25,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,182.43,0.0,True,402.48,24,ManualAdjustments.xlsx
25,SITE_B,HSC-103,IV Drip,B,Y,1329.7236513102882,0.0,170.81,170.81,False,375.84,24,WeeklyStockCount.xlsx
25,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,191.96,0.0,True,277.2,24,Inventory_MasterB.xlsx
25,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,129.12,0.0,True,385.2,24,ManualAdjustments.xlsx
25,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,185.86,0.0,True,427.68,24,Inventory_MasterA.xlsx
25,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,112.64,0.0,True,413.28,24,WeeklyStockCount.xlsx
25,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,270.57,0.0,True,226.8,24,Inventory_MasterB.xlsx
25,SITE_B,HSC-109,IV Drip,A,Y,257.7413892943905,1799.82,235.68,235.68,False,421.2,24,Inventory_MasterA.xlsx
26,SITE_B,HSC-100,IV Drip,C,Y,,1183.68,116.62,0.0,True,244.8,25,Inventory_MasterB.xlsx
26,SITE_B,HSC-101,Surgical Mask,B,Y,1954.4902199222474,0.0,162.31,162.31,False,404.64,25,ManualAdjustments.xlsx
26,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,213.94,0.0,True,402.48,25,Inventory_MasterA.xlsx
26,SITE_B,HSC-103,IV Drip,B,Y,1153.9573090454353,0.0,175.77,175.77,False,375.84,25,WeeklyStockCount.xlsx
26,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,156.11,0.0,True,277.2,25,ManualAdjustments.xlsx
26,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,1425.6,112.57,0.0,True,385.2,25,Inventory_MasterA.xlsx
26,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,173.75,0.0,True,427.68,25,Inventory_MasterA.xlsx
26,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,70.53,0.0,True,413.28,25,WeeklyStockCount.xlsx
26,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,177.17,0.0,True,226.8,25,Inventory_MasterB.xlsx
26,SITE_B,HSC-109,IV Drip,A,Y,15.555021631717835,1799.82,242.19,242.19,False,421.2,25,Inventory_MasterB.xlsx
27,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,84.95,0.0,True,244.8,26,WeeklyStockCount.xlsx
27,SITE_B,HSC-101,Surgical Mask,B,Y,1766.0304726184834,0.0,188.46,188.46,False,404.64,26,Inventory_MasterB.xlsx
27,SITE_B,HSC-102,Ventilator,A,Y,2312.9469365138966,0.0,172.49,172.49,False,402.48,26,Inventory_MasterB.xlsx
27,SITE_B,HSC-103,IV Drip,B,Y,939.7689894144347,0.0,214.19,214.19,False,375.84,26,ManualAdjustments.xlsx
27,SITE_B,HSC-104,IV Drip,B,Y,1055.8943395702167,0.0,183.95,183.95,False,277.2,26,Inventory_MasterB.xlsx
27,SITE_B,HSC-105,X-ray Machine,C,Y,1312.3791985331409,0.0,113.22,113.22,False,385.2,26,WeeklyStockCount.xlsx
27,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,158.18,0.0,True,427.68,26,Inventory_MasterB.xlsx
27,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,73.13,0.0,True,413.28,26,ManualAdjustments.xlsx
27,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,249.41,0.0,True,226.8,26,ManualAdjustments.xlsx
27,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,228.26,15.56,True,421.2,26,ManualAdjustments.xlsx
28,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,93.9,0.0,True,244.8,27,WeeklyStockCount.xlsx
28,SITE_B,HSC-101,Surgical Mask,B,Y,1624.9424342759166,0.0,141.09,141.09,False,404.64,27,Inventory_MasterA.xlsx
28,SITE_B,HSC-102,Ventilator,A,Y,,0.0,227.92,227.92,False,402.48,27,WeeklyStockCount.xlsx
28,SITE_B,HSC-103,IV Drip,B,Y,770.5963191995089,0.0,169.17,169.17,False,375.84,27,Inventory_MasterB.xlsx
28,SITE_B,HSC-104,IV Drip,B,Y,495.0,0.0,220.23,220.23,False,277.2,27,ManualAdjustments.xlsx
28,SITE_B,HSC-105,X-ray Machine,C,Y,1177.9995275480942,0.0,134.38,134.38,False,385.2,27,Inventory_MasterB.xlsx
28,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,124.42,0.0,True,427.68,27,ManualAdjustments.xlsx
28,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,114.2,0.0,True,413.28,27,Inventory_MasterA.xlsx
28,SITE_B,HSC-108,Ventilator,A,Y,1578.0,0.0,251.08,251.08,False,226.8,27,WeeklyStockCount.xlsx
28,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,193.22,0.0,True,421.2,27,Inventory_MasterA.xlsx
29,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,92.24,0.0,True,244.8,28,ManualAdjustments.xlsx
29,SITE_B,HSC-101,Surgical Mask,B,Y,1484.3751490905381,0.0,140.57,140.57,False,404.64,28,WeeklyStockCount.xlsx
29,SITE_B,HSC-102,Ventilator,A,Y,1974.0,0.0,260.43,260.43,False,402.48,28,WeeklyStockCount.xlsx
29,SITE_B,HSC-103,IV Drip,B,Y,612.4870927186535,0.0,158.11,158.11,False,375.84,28,ManualAdjustments.xlsx
29,SITE_B,HSC-104,IV Drip,B,Y,656.5024492742176,0.0,179.16,179.16,False,277.2,28,Inventory_MasterA.xlsx
29,SITE_B,HSC-105,X-ray Machine,C,Y,1066.5887008659224,0.0,111.41,111.41,False,385.2,28,WeeklyStockCount.xlsx
29,SITE_B,HSC-106,Gloves,B,Y,0.0,1436.4,207.51,0.0,True,427.68,28,ManualAdjustments.xlsx
29,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,97.06,0.0,True,413.28,28,WeeklyStockCount.xlsx
29,SITE_B,HSC-108,Ventilator,A,Y,2066.6516233510333,0.0,218.11,218.11,False,226.8,28,ManualAdjustments.xlsx
29,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,169.32,0.0,True,421.2,28,ManualAdjustments.xlsx
30,SITE_B,HSC-100,IV Drip,C,Y,0.0,1183.68,109.06,0.0,True,244.8,29,Inventory_MasterB.xlsx
30,SITE_B,HSC-101,Surgical Mask,B,Y,1297.6179017761922,0.0,186.76,186.76,False,404.64,29,Inventory_MasterB.xlsx
30,SITE_B,HSC-102,Ventilator,A,Y,1615.506409295837,0.0,209.1,209.1,False,402.48,29,WeeklyStockCount.xlsx
30,SITE_B,HSC-103,IV Drip,B,Y,384.56190218903396,0.0,227.93,227.93,False,375.84,29,Inventory_MasterB.xlsx
30,SITE_B,HSC-104,IV Drip,B,Y,430.93731263250925,0.0,225.57,225.57,False,277.2,29,Inventory_MasterA.xlsx
30,SITE_B,HSC-105,X-ray Machine,C,Y,926.8402704943369,0.0,139.75,139.75,False,385.2,29,Inventory_MasterA.xlsx
30,SITE_B,HSC-106,Gloves,B,Y,1229.2931481607905,0.0,207.11,207.11,False,427.68,29,ManualAdjustments.xlsx
30,SITE_B,HSC-107,Gloves,C,Y,0.0,1564.92,131.72,0.0,True,413.28,29,Inventory_MasterB.xlsx
30,SITE_B,HSC-108,Ventilator,A,Y,1827.9061836896756,0.0,238.75,238.75,False,226.8,29,Inventory_MasterB.xlsx
30,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,226.77,0.0,True,421.2,29,WeeklyStockCount.xlsx
1,SITE_B,HSC-104,IV Drip,B,Y,1284.0,0.0,147.24,147.24,False,277.2,0,ManualAdjustments.xlsx
5,SITE_B,HSC-109,IV Drip,A,Y,1064.0,0.0,198.31,198.31,False,421.2,4,Inventory_MasterA.xlsx
9,SITE_B,HSC-100,IV Drip,C,Y,1115.0,0.0,91.56,91.56,False,244.8,8,Inventory_MasterA.xlsx
9,SITE_B,HSC-101,Surgical Mask,B,Y,429.0,0.0,169.41,169.41,False,404.64,8,Inventory_MasterB.xlsx
11,SITE_B,HSC-101,Surgical Mask,B,Y,62.0,2116.8,184.43,184.43,False,404.64,10,Inventory_MasterB.xlsx
11,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,249.74,0.0,True,402.48,10,WeeklyStockCount.xlsx
12,SITE_B,HSC-105,X-ray Machine,C,Y,345.0,1425.6,113.49,113.49,False,385.2,11,ManualAdjustments.xlsx
14,SITE_B,HSC-109,IV Drip,A,Y,0.0,1799.82,277.03,0.0,True,421.2,13,Inventory_MasterB.xlsx
16,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,2116.8,166.6,0.0,True,404.64,15,ManualAdjustments.xlsx
20,SITE_B,HSC-106,Gloves,B,Y,384.0,1436.4,224.45,224.45,False,427.68,19,ManualAdjustments.xlsx
21,SITE_B,HSC-102,Ventilator,A,Y,0.0,2485.44,182.94,0.0,True,402.48,20,WeeklyStockCount.xlsx
22,SITE_B,HSC-106,Gloves,B,Y,134.0,1436.4,151.86,151.86,False,427.68,21,Inventory_MasterA.xlsx
24,SITE_B,HSC-108,Ventilator,A,Y,0.0,2535.84,201.07,0.0,True,226.8,23,ManualAdjustments.xlsx
25,SITE_B,HSC-104,IV Drip,B,Y,0.0,1239.84,191.96,0.0,True,277.2,24,Inventory_MasterB.xlsx
