day,site_id,sku_id,sku_name,abc_class,xyz_class,true_stock_level,perceived_stock_level,on_order,demand,fulfilled,stockout,reorder_point
19,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,158.45,0.0,True,404.64
19,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,253.0,0.0,True,402.48
19,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,212.08,0.0,True,375.84
19,SITE_B,HSC-104,IV Drip,B,Y,340.45351429805646,853.4692844390763,1239.84,293.32,293.32,False,277.2
19,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,150.21,0.0,True,385.2
19,SITE_B,HSC-106,Gloves,B,Y,799.8430040541996,1230.5306537621673,1436.4,224.45,224.45,False,427.68
19,SITE_B,HSC-107,Gloves,C,Y,0.0,158.0,1564.92,109.87,4.03,True,413.28
19,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,244.88,0.0,True,226.8
19,SITE_B,HSC-109,IV Drip,A,Y,0.0,0.0,1799.82,239.76,0.0,True,421.2
20,SITE_B,HSC-100,IV Drip,C,Y,13.294800943307905,162.59737035785747,1183.68,87.96,87.96,False,244.8
20,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,140.68,0.0,True,404.64
20,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,182.94,0.0,True,402.48
20,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,225.55,0.0,True,375.84
20,SITE_B,HSC-104,IV Drip,B,Y,63.4081291765126,633.7703992697391,1239.84,277.05,277.05,False,277.2
20,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,146.48,0.0,True,385.2
20,SITE_B,HSC-106,Gloves,B,Y,682.5351773826409,1230.5306537621673,1436.4,117.31,117.31,False,427.68
20,SITE_B,HSC-107,Gloves,C,Y,0.0,4.0306936109598155,1564.92,118.01,0.0,True,413.28
20,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,151.05,0.0,True,226.8
20,SITE_B,HSC-109,IV Drip,A,Y,1565.936418759998,0.0,1799.82,233.88,233.88,False,421.2
21,SITE_B,HSC-100,IV Drip,C,Y,0.0,101.25586838197137,1183.68,108.16,13.29,True,244.8
21,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,117.92,0.0,True,404.64
21,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,234.06,0.0,True,402.48
21,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,234.1,0.0,True,375.84
21,SITE_B,HSC-104,IV Drip,B,Y,0.0,340.45351429805646,1239.84,162.65,63.41,True,277.2
21,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,149.24,0.0,True,385.2
21,SITE_B,HSC-106,Gloves,B,Y,530.6801671256782,799.8430040541996,1436.4,151.86,151.86,False,427.68
21,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,136.18,0.0,True,413.28
21,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,229.65,0.0,True,226.8
21,SITE_B,HSC-109,IV Drip,A,Y,1433.9773553106563,1799.82,1799.82,131.96,131.96,False,421.2
22,SITE_B,HSC-100,IV Drip,C,Y,0.0,11.0,1183.68,104.66,0.0,True,244.8
22,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,222.28,0.0,True,404.64
22,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,256.13,0.0,True,402.48
22,SITE_B,HSC-103,IV Drip,B,Y,0.0,0.0,2146.5,181.21,0.0,True,375.84
22,SITE_B,HSC-104,IV Drip,B,Y,0.0,340.45351429805646,1239.84,249.77,0.0,True,277.2
22,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,106.28,0.0,True,385.2
22,SITE_B,HSC-106,Gloves,B,Y,378.22095615340436,682.5351773826409,1436.4,152.46,152.46,False,427.68
22,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,95.11,0.0,True,413.28
22,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,173.27,0.0,True,226.8
22,SITE_B,HSC-109,IV Drip,A,Y,1142.0919782905698,1565.936418759998,1799.82,291.89,291.89,False,421.2
23,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,108.41,0.0,True,244.8
23,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,188.94,0.0,True,404.64
23,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,221.86,0.0,True,402.48
23,SITE_B,HSC-103,IV Drip,B,Y,1915.8414236794047,0.0,2146.5,230.66,230.66,False,375.84
23,SITE_B,HSC-104,IV Drip,B,Y,0.0,0.0,1239.84,202.52,0.0,True,277.2
23,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,154.65,0.0,True,385.2
23,SITE_B,HSC-106,Gloves,B,Y,204.7242512914873,530.6801671256782,1436.4,173.5,173.5,False,427.68
23,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,133.6,0.0,True,413.28
23,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,201.07,0.0,True,226.8
23,SITE_B,HSC-109,IV Drip,A,Y,956.3210729702714,1433.9773553106563,1799.82,185.77,185.77,False,421.2
24,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,95.41,0.0,True,244.8
24,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,229.34,0.0,True,404.64
24,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,182.43,0.0,True,402.48
24,SITE_B,HSC-103,IV Drip,B,Y,1745.035652810987,2146.5,2146.5,170.81,170.81,False,375.84
24,SITE_B,HSC-104,IV Drip,B,Y,1047.881590005717,0.0,1239.84,191.96,191.96,False,277.2
24,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,129.12,0.0,True,385.2
24,SITE_B,HSC-106,Gloves,B,Y,18.86350406172619,378.22095615340436,1436.4,185.86,185.86,False,427.68
24,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,112.64,0.0,True,413.28
24,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,270.57,0.0,True,226.8
24,SITE_B,HSC-109,IV Drip,A,Y,720.642332709218,1142.0919782905698,1799.82,235.68,235.68,False,421.2
25,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,116.62,0.0,True,244.8
25,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,162.31,0.0,True,404.64
25,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,213.94,0.0,True,402.48
25,SITE_B,HSC-103,IV Drip,B,Y,1569.269310546134,1915.8414236794047,2146.5,175.77,175.77,False,375.84
25,SITE_B,HSC-104,IV Drip,B,Y,891.7668078323052,1239.84,1239.84,156.11,156.11,False,277.2
25,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,112.57,0.0,True,385.2
25,SITE_B,HSC-106,Gloves,B,Y,0.0,204.7242512914873,1436.4,173.75,18.86,True,427.68
25,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,70.53,0.0,True,413.28
25,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,177.17,0.0,True,226.8
25,SITE_B,HSC-109,IV Drip,A,Y,478.4559650465453,1142.0919782905698,1799.82,242.19,242.19,False,421.2
26,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,84.95,0.0,True,244.8
26,SITE_B,HSC-101,Surgical Mask,B,Y,0.0,0.0,2116.8,188.46,0.0,True,404.64
26,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,172.49,0.0,True,402.48
26,SITE_B,HSC-103,IV Drip,B,Y,1355.0809909151335,1745.035652810987,2146.5,214.19,214.19,False,375.84
26,SITE_B,HSC-104,IV Drip,B,Y,707.8211474025221,1047.881590005717,1239.84,183.95,183.95,False,277.2
26,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,113.22,0.0,True,385.2
26,SITE_B,HSC-106,Gloves,B,Y,0.0,18.86350406172619,1436.4,158.18,0.0,True,427.68
26,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,73.13,0.0,True,413.28
26,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,249.41,0.0,True,226.8
26,SITE_B,HSC-109,IV Drip,A,Y,250.19458569689573,720.642332709218,1799.82,228.26,228.26,False,421.2
27,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,93.9,0.0,True,244.8
27,SITE_B,HSC-101,Surgical Mask,B,Y,1975.7119616574334,0.0,2116.8,141.09,141.09,False,404.64
27,SITE_B,HSC-102,Ventilator,A,Y,0.0,0.0,2485.44,227.92,0.0,True,402.48
27,SITE_B,HSC-103,IV Drip,B,Y,1185.9083207002077,1569.269310546134,2146.5,169.17,169.17,False,375.84
27,SITE_B,HSC-104,IV Drip,B,Y,487.59394585088637,891.7668078323052,1239.84,220.23,220.23,False,277.2
27,SITE_B,HSC-105,X-ray Machine,C,Y,0.0,0.0,1425.6,134.38,0.0,True,385.2
27,SITE_B,HSC-106,Gloves,B,Y,1311.9790568388248,0.0,1436.4,124.42,124.42,False,427.68
27,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,114.2,0.0,True,413.28
27,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,251.08,0.0,True,226.8
27,SITE_B,HSC-109,IV Drip,A,Y,56.97104539792491,478.4559650465453,1799.82,193.22,193.22,False,421.2
28,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,92.24,0.0,True,244.8
28,SITE_B,HSC-101,Surgical Mask,B,Y,1835.144676472055,2116.8,2116.8,140.57,140.57,False,404.64
28,SITE_B,HSC-102,Ventilator,A,Y,2225.0111835347725,0.0,2485.44,260.43,260.43,False,402.48
28,SITE_B,HSC-103,IV Drip,B,Y,1027.7990942193524,1355.0809909151335,2146.5,158.11,158.11,False,375.84
28,SITE_B,HSC-104,IV Drip,B,Y,308.429257106523,707.8211474025221,1239.84,179.16,179.16,False,277.2
28,SITE_B,HSC-105,X-ray Machine,C,Y,1314.1891733178281,0.0,1425.6,111.41,111.41,False,385.2
28,SITE_B,HSC-106,Gloves,B,Y,1104.4714488810218,1436.4,1436.4,207.51,207.51,False,427.68
28,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,97.06,0.0,True,413.28
28,SITE_B,HSC-108,Ventilator,A,Y,0.0,0.0,2535.84,218.11,0.0,True,226.8
28,SITE_B,HSC-109,IV Drip,A,Y,0.0,250.19458569689573,1799.82,169.32,56.97,True,421.2
29,SITE_B,HSC-100,IV Drip,C,Y,0.0,0.0,1183.68,109.06,0.0,True,244.8
29,SITE_B,HSC-101,Surgical Mask,B,Y,1648.387429157709,1975.7119616574334,2116.8,186.76,186.76,False,404.64
29,SITE_B,HSC-102,Ventilator,A,Y,2015.91607390814,2485.44,2485.44,209.1,209.1,False,402.48
29,SITE_B,HSC-103,IV Drip,B,Y,799.8739036897329,1185.9083207002077,2146.5,227.93,227.93,False,375.84
29,SITE_B,HSC-104,IV Drip,B,Y,82.86412046481462,487.59394585088637,1239.84,225.57,225.57,False,277.2
29,SITE_B,HSC-105,X-ray Machine,C,Y,1174.4407429462426,1425.6,1425.6,139.75,139.75,False,385.2
29,SITE_B,HSC-106,Gloves,B,Y,897.3645970418122,1311.9790568388248,1436.4,207.11,207.11,False,427.68
29,SITE_B,HSC-107,Gloves,C,Y,0.0,0.0,1564.92,131.72,0.0,True,413.28
29,SITE_B,HSC-108,Ventilator,A,Y,2297.0945603386426,0.0,2535.84,238.75,238.75,False,226.8
29,SITE_B,HSC-109,IV Drip,A,Y,0.0,56.97104539792491,1799.82,226.77,0.0,True,421.2
0,SITE_C,HSC-100,Ventilator,B,Y,1164.8432598978898,1293.6,0.0,128.76,128.76,False,227.04
0,SITE_C,HSC-101,X-ray Machine,A,Y,804.298340087612,966.72,0.0,162.42,162.42,False,246.72
0,SITE_C,HSC-102,X-ray Machine,B,Y,985.5675139451463,1079.52,0.0,93.95,93.95,False,283.2
0,SITE_C,HSC-103,Gloves,B,Y,1071.6257126983369,1225.92,0.0,154.29,154.29,False,258.24
0,SITE_C,HSC-104,IV Drip,A,Y,917.5495099573646,1111.92,0.0,194.37,194.37,False,304.8
0,SITE_C,HSC-105,Surgical Mask,C,Y,1044.7967170806107,1158.24,0.0,113.44,113.44,False,136.32
0,SITE_C,HSC-106,Surgical Mask,C,Y,956.711051994841,1097.28,0.0,140.57,140.57,False,91.2
0,SITE_C,HSC-107,IV Drip,B,Y,859.9970795069374,994.08,0.0,134.08,134.08,False,136.32
0,SITE_C,HSC-108,X-ray Machine,C,Y,543.5659249514882,680.4,0.0,136.83,136.83,False,307.92
0,SITE_C,HSC-109,Gloves,A,Y,986.9265595766622,1209.12,0.0,222.19,222.19,False,273.6
1,SITE_C,HSC-100,Ventilator,B,Y,1024.6696728682225,1293.6,0.0,140.17,140.17,False,227.04
1,SITE_C,HSC-101,X-ray Machine,A,Y,658.287717654157,966.72,0.0,146.01,146.01,False,246.72
1,SITE_C,HSC-102,X-ray Machine,B,Y,842.3538400246935,1079.52,0.0,143.21,143.21,False,283.2
1,SITE_C,HSC-103,Gloves,B,Y,925.9042351148805,1225.92,0.0,145.72,145.72,False,258.24
1,SITE_C,HSC-104,IV Drip,A,Y,790.7862966152078,1111.92,0.0,126.76,126.76,False,304.8
1,SITE_C,HSC-105,Surgical Mask,C,Y,945.4992495090958,1158.24,0.0,99.3,99.3,False,136.32
1,SITE_C,HSC-106,Surgical Mask,C,Y,846.5297388588214,1097.28,0.0,110.18,110.18,False,91.2
1,SITE_C,HSC-107,IV Drip,B,Y,688.7081705932343,994.08,0.0,171.29,171.29,False,136.32
1,SITE_C,HSC-108,X-ray Machine,C,Y,423.424502043271,680.4,0.0,120.14,120.14,False,307.92
1,SITE_C,HSC-109,Gloves,A,Y,809.8986593472946,1209.12,0.0,177.03,177.03,False,273.6
2,SITE_C,HSC-100,Ventilator,B,Y,854.4039030866672,1293.6,0.0,170.27,170.27,False,227.04
2,SITE_C,HSC-101,X-ray Machine,A,Y,523.9023378970497,644.0,0.0,134.39,134.39,False,246.72
2,SITE_C,HSC-102,X-ray Machine,B,Y,709.3394758447652,985.5675139451463,0.0,133.01,133.01,False,283.2
2,SITE_C,HSC-103,Gloves,B,Y,762.2108813295996,1071.6257126983369,0.0,163.69,163.69,False,258.24
2,SITE_C,HSC-104,IV Drip,A,Y,619.1063951361434,917.5495099573646,0.0,171.68,171.68,False,304.8
2,SITE_C,HSC-105,Surgical Mask,C,Y,842.3607781568685,1044.7967170806107,0.0,103.14,103.14,False,136.32
2,SITE_C,HSC-106,Surgical Mask,C,Y,759.225708460739,956.711051994841,0.0,87.3,87.3,False,91.2
2,SITE_C,HSC-107,IV Drip,B,Y,562.5209930493852,859.9970795069374,0.0,126.19,126.19,False,136.32
2,SITE_C,HSC-108,X-ray Machine,C,Y,313.4895866730513,543.5659249514882,0.0,109.93,109.93,False,307.92
2,SITE_C,HSC-109,Gloves,A,Y,607.9674015922188,986.9265595766622,0.0,201.93,201.93,False,273.6
3,SITE_C,HSC-100,Ventilator,B,Y,725.4164020736921,1024.6696728682225,0.0,128.99,128.99,False,227.04
3,SITE_C,HSC-101,X-ray Machine,A,Y,382.9580949702816,658.287717654157,0.0,140.94,140.94,False,246.72
3,SITE_C,HSC-102,X-ray Machine,B,Y,576.3947688005205,842.3538400246935,0.0,132.94,132.94,False,283.2
3,SITE_C,HSC-103,Gloves,B,Y,631.3065125001908,925.9042351148805,0.0,130.9,130.9,False,258.24
3,SITE_C,HSC-104,IV Drip,A,Y,435.6663312558021,790.7862966152078,0.0,183.44,183.44,False,304.8
3,SITE_C,HSC-105,Surgical Mask,C,Y,721.4380928934098,945.4992495090958,0.0,120.92,120.92,False,136.32
3,SITE_C,HSC-106,Surgical Mask,C,Y,627.3698056032492,846.5297388588214,0.0,131.86,131.86,False,91.2
3,SITE_C,HSC-107,IV Drip,B,Y,349.8522289942909,688.7081705932343,0.0,212.67,212.67,False,136.32
3,SITE_C,HSC-108,X-ray Machine,C,Y,185.4188105685328,423.424502043271,0.0,128.07,128.07,False,307.92
3,SITE_C,HSC-109,Gloves,A,Y,474.01447903650035,809.8986593472946,0.0,133.95,133.95,False,273.6
4,SITE_C,HSC-100,Ventilator,B,Y,580.0192840343433,1207.0,0.0,145.4,145.4,False,227.04
4,SITE_C,HSC-101,X-ray Machine,A,Y,273.2189084717626,523.9023378970497,0.0,109.74,109.74,False,246.72
4,SITE_C,HSC-102,X-ray Machine,B,Y,462.9998292677203,709.3394758447652,0.0,113.39,113.39,False,283.2
4,SITE_C,HSC-103,Gloves,B,Y,448.00846094032147,762.2108813295996,0.0,183.3,183.3,False,258.24
4,SITE_C,HSC-104,IV Drip,A,Y,225.0727077639237,619.1063951361434,0.0,210.59,210.59,False,304.8
4,SITE_C,HSC-105,Surgical Mask,C,Y,611.5439963557086,842.3607781568685,0.0,109.89,109.89,False,136.32
4,SITE_C,HSC-106,Surgical Mask,C,Y,509.33520143880065,759.225708460739,0.0,118.03,118.03,False,91.2
4,SITE_C,HSC-107,IV Drip,B,Y,238.9689300008054,562.5209930493852,0.0,110.88,110.88,False,136.32
4,SITE_C,HSC-108,X-ray Machine,C,Y,85.2313863282679,313.4895866730513,0.0,100.19,100.19,False,307.92
4,SITE_C,HSC-109,Gloves,A,Y,328.26029192860676,607.9674015922188,0.0,145.75,145.75,False,273.6
5,SITE_C,HSC-100,Ventilator,B,Y,429.47808593764944,922.0,0.0,150.54,150.54,False,227.04
5,SITE_C,HSC-101,X-ray Machine,A,Y,121.71738341891498,382.9580949702816,0.0,151.5,151.5,False,246.72
5,SITE_C,HSC-102,X-ray Machine,B,Y,318.322014969383,576.3947688005205,0.0,144.68,144.68,False,283.2
5,SITE_C,HSC-103,Gloves,B,Y,304.86697172317633,631.3065125001908,0.0,143.14,143.14,False,258.24
5,SITE_C,HSC-104,IV Drip,A,Y,94.65875068371545,435.6663312558021,0.0,130.41,130.41,False,304.8
5,SITE_C,HSC-105,Surgical Mask,C,Y,519.5867225682782,721.4380928934098,0.0,91.96,91.96,False,136.32
5,SITE_C,HSC-106,Surgical Mask,C,Y,420.72488187498277,627.3698056032492,0.0,88.61,88.61,False,91.2
5,SITE_C,HSC-107,IV Drip,B,Y,86.28046747468238,349.8522289942909,0.0,152.69,152.69,False,136.32
5,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,185.4188105685328,1681.2,130.06,85.23,True,307.92
5,SITE_C,HSC-109,Gloves,A,Y,216.63564045278864,474.01447903650035,0.0,111.62,111.62,False,273.6
6,SITE_C,HSC-100,Ventilator,B,Y,296.1611626753721,580.0192840343433,0.0,133.32,133.32,False,227.04
6,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,273.2189084717626,0.0,153.23,121.72,True,246.72
6,SITE_C,HSC-102,X-ray Machine,B,Y,198.23077587055823,462.9998292677203,0.0,120.09,120.09,False,283.2
6,SITE_C,HSC-103,Gloves,B,Y,156.72010316239317,448.00846094032147,0.0,148.15,148.15,False,258.24
6,SITE_C,HSC-104,IV Drip,A,Y,0.0,225.0727077639237,1235.04,159.19,94.66,True,304.8
6,SITE_C,HSC-105,Surgical Mask,C,Y,408.9680637682014,611.5439963557086,0.0,110.62,110.62,False,136.32
6,SITE_C,HSC-106,Surgical Mask,C,Y,306.418993247788,509.33520143880065,0.0,114.31,114.31,False,91.2
6,SITE_C,HSC-107,IV Drip,B,Y,0.0,349.8522289942909,0.0,163.01,86.28,True,136.32
6,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,85.2313863282679,1681.2,95.71,0.0,True,307.92
6,SITE_C,HSC-109,Gloves,A,Y,52.775829325413895,328.26029192860676,0.0,163.86,163.86,False,273.6
7,SITE_C,HSC-100,Ventilator,B,Y,219.29812526420784,429.47808593764944,0.0,76.86,76.86,False,227.04
7,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,70.0,1651.68,127.47,0.0,True,246.72
7,SITE_C,HSC-102,X-ray Machine,B,Y,69.5113897308828,462.9998292677203,0.0,128.72,128.72,False,283.2
7,SITE_C,HSC-103,Gloves,B,Y,0.0,304.86697172317633,0.0,169.53,156.72,True,258.24
7,SITE_C,HSC-104,IV Drip,A,Y,0.0,94.65875068371545,1235.04,167.56,0.0,True,304.8
7,SITE_C,HSC-105,Surgical Mask,C,Y,281.1905195227173,519.5867225682782,0.0,127.78,127.78,False,136.32
7,SITE_C,HSC-106,Surgical Mask,C,Y,194.4049311422777,420.72488187498277,0.0,112.01,112.01,False,91.2
7,SITE_C,HSC-107,IV Drip,B,Y,0.0,86.28046747468238,1743.84,157.98,0.0,True,136.32
7,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,117.47,0.0,True,307.92
7,SITE_C,HSC-109,Gloves,A,Y,0.0,216.63564045278864,1252.8,235.09,52.78,True,273.6
8,SITE_C,HSC-100,Ventilator,B,Y,68.69065586201265,296.1611626753721,0.0,150.61,150.61,False,227.04
8,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,165.02,0.0,True,246.72
8,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,198.23077587055823,1635.36,151.2,69.51,True,283.2
8,SITE_C,HSC-103,Gloves,B,Y,0.0,157.0,1506.24,185.26,0.0,True,258.24
8,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,162.21,0.0,True,304.8
8,SITE_C,HSC-105,Surgical Mask,C,Y,194.65138455603886,408.9680637682014,0.0,86.54,86.54,False,136.32
8,SITE_C,HSC-106,Surgical Mask,C,Y,62.1464125584707,306.418993247788,0.0,132.26,132.26,False,91.2
8,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,175.58,0.0,True,136.32
8,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,93.03,0.0,True,307.92
8,SITE_C,HSC-109,Gloves,A,Y,0.0,52.775829325413895,1252.8,196.96,0.0,True,273.6
9,SITE_C,HSC-100,Ventilator,B,Y,0.0,296.1611626753721,0.0,149.55,68.69,True,227.04
9,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,131.62,0.0,True,246.72
9,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,69.5113897308828,1635.36,172.81,0.0,True,283.2
9,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,115.52,0.0,True,258.24
9,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,226.1,0.0,True,304.8
9,SITE_C,HSC-105,Surgical Mask,C,Y,65.37476260734027,281.1905195227173,0.0,129.28,129.28,False,136.32
9,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,194.4049311422777,0.0,103.73,62.15,True,91.2
9,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,124.3,0.0,True,136.32
9,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,141.07,0.0,True,307.92
9,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,111.43,0.0,True,273.6
10,SITE_C,HSC-100,Ventilator,B,Y,0.0,68.69065586201265,839.52,159.36,0.0,True,227.04
10,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,105.09,0.0,True,246.72
10,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,139.51,0.0,True,283.2
10,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,134.98,0.0,True,258.24
10,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,211.32,0.0,True,304.8
10,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,194.65138455603886,0.0,122.19,65.37,True,136.32
10,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,62.1464125584707,517.32,110.09,0.0,True,91.2
10,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,135.8,0.0,True,136.32
10,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,89.65,0.0,True,307.92
10,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,155.35,0.0,True,273.6
11,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,184.0,0.0,True,227.04
11,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,137.04,0.0,True,246.72
11,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,157.55,0.0,True,283.2
11,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,151.42,0.0,True,258.24
11,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,164.72,0.0,True,304.8
11,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,65.37476260734027,1118.88,128.18,0.0,True,136.32
11,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,0.0,517.32,128.99,0.0,True,91.2
11,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,145.67,0.0,True,136.32
11,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,93.34,0.0,True,307.92
11,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,122.5,0.0,True,273.6
12,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,162.02,0.0,True,227.04
12,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,140.84,0.0,True,246.72
12,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,156.17,0.0,True,283.2
12,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,126.43,0.0,True,258.24
12,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,164.09,0.0,True,304.8
12,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,118.97,0.0,True,136.32
12,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,0.0,517.32,107.95,0.0,True,91.2
12,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,124.33,0.0,True,136.32
12,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,130.04,0.0,True,307.92
12,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,121.6,0.0,True,273.6
13,SITE_C,HSC-100,Ventilator,B,Y,0.0,0.0,839.52,126.12,0.0,True,227.04
13,SITE_C,HSC-101,X-ray Machine,A,Y,0.0,0.0,1651.68,152.88,0.0,True,246.72
13,SITE_C,HSC-102,X-ray Machine,B,Y,0.0,0.0,1635.36,165.5,0.0,True,283.2
13,SITE_C,HSC-103,Gloves,B,Y,0.0,0.0,1506.24,118.18,0.0,True,258.24
13,SITE_C,HSC-104,IV Drip,A,Y,0.0,0.0,1235.04,179.04,0.0,True,304.8
13,SITE_C,HSC-105,Surgical Mask,C,Y,0.0,0.0,1118.88,66.61,0.0,True,136.32
13,SITE_C,HSC-106,Surgical Mask,C,Y,0.0,0.0,517.32,69.79,0.0,True,91.2
13,SITE_C,HSC-107,IV Drip,B,Y,0.0,0.0,1743.84,110.94,0.0,True,136.32
13,SITE_C,HSC-108,X-ray Machine,C,Y,0.0,0.0,1681.2,114.39,0.0,True,307.92
13,SITE_C,HSC-109,Gloves,A,Y,0.0,0.0,1252.8,169.95,0.0,True,273.6
